,title,year,kind,rating,vote,runtime
456,"The String Cheese Incident: Live at the Fillmore Auditorium, Denver",2003,video movie,8.3,15.0,0
457,Comedian,2002,movie,6.9,6801.0,82
458,Gojoe: Spirit War Chronicle,2000,movie,6.3,862.0,138
459,Johnny Sokko and His Flying Robot,1967,tv series,7.8,518.0,30
460,Taxi zum Klo,1980,movie,6.5,1586.0,98
461,Fear of a Punk Planet,1999,tv series,7.9,11.0,22
462,Changes,1991,tv movie,6.0,415.0,95
463,Journeys with George,2002,movie,6.8,670.0,79
464,Where Are We?,2017,movie,8.4,16.0,7
465,It's Great to Be a Ghost!,2004,episode,8.3,32.0,25
466,R.O.D Read or Die,2001,tv mini series,7.5,1382.0,33
467,A Dangerous Man: Lawrence After Arabia,1992,tv movie,6.9,544.0,107
468,A Tale of Two Hamlets,2003,episode,7.4,638.0,99
469,Screw Loose,1999,movie,4.2,957.0,98
470,Dave Chappelle: For What It's Worth,2004,movie,8.6,8173.0,60
471,Brothers,2009,movie,7.1,116754.0,105
472,Aap Mujhe Achche Lagne Lage,2002,movie,3.1,2450.0,180
473,Explosive Dance,1998,movie,6.6,19.0,90
474,Richard Rodgers: The Sweetest Sounds,2001,episode,8.0,98.0,120
475,I Capture the Castle,2003,movie,6.9,7375.0,113
476,Rhyme & Reason,1997,movie,7.4,856.0,90
477,Puccini: Tosca,2018,episode,8.1,39.0,150
478,Young and Dangerous 2,1996,movie,6.7,1021.0,101
479,Main Hoon Na,2004,movie,7.0,33925.0,182
480,Dottie Gets Spanked,1993,tv movie,7.2,890.0,30
481,Yesterday Once More,2004,movie,6.2,902.0,99
482,Unprecedented: The 2000 Presidential Election,2002,movie,7.7,633.0,50
483,Ben Harper & the Innocent Criminals: Live at the Hollywood Bowl,2003,video movie,7.8,48.0,113
484,"Dr. Martin Luther King, Jr.: A Historical Perspective",1994,movie,7.4,61.0,52
485,Our Lady of the Assassins,2000,movie,6.8,3887.0,101
486,Yi Yi: A One and a Two...,2000,movie,8.2,22512.0,173
487,A Moment of Romance,1990,movie,7.4,1116.0,87
488,How I Got Into College,1989,movie,5.8,2190.0,86
489,Dil Chahta Hai,2001,movie,8.1,69667.0,183
490,Rescue from Gilligan's Island,1978,tv movie,5.3,1708.0,95
491,Monkeybone,2001,movie,4.8,17398.0,93
492,Yojimbo,1961,movie,8.2,117088.0,110
493,Jim Breuer: Hardcore,2002,movie,7.2,259.0,60
494,The Cazalets,2001,tv series,7.3,278.0,360
495,Anna Kournikova - Basic Elements: My Complete Fitness Guide,2001,video movie,7.4,76.0,54
496,Angel on Fire,1995,movie,4.7,65.0,95
497,America's Dream,1996,tv movie,6.1,549.0,87
498,Judaai,1997,movie,6.1,2335.0,167
499,Sesame Street: Sing Yourself Silly!,1990,video movie,7.2,21.0,30
500,My Scene Goes Hollywood: The Movie,2005,video movie,6.3,382.0,77
501,Pretty Boy,2021,movie,7.3,26.0,88
502,"Dr. Quinn, Medicine Woman",1993,tv series,6.8,10920.0,60
503,Le Petit Soldat,1963,movie,7.2,6782.0,88
504,The Diamond Hunters,2001,tv mini series,4.7,381.0,170
505,The Simpsons: Season 1,2018,episode,,,10
507,Sesame Street: Elmo Saves Christmas,1996,video movie,6.5,338.0,60
508,The Eye 2,2004,movie,5.7,4790.0,95
509,The Educational Archives: Sex & Drugs,2001,video movie,7.7,38.0,0
510,Frank Sinatra: The Main Event,1974,movie,8.0,99.0,50
511,The Murder of Roger Ackroyd,2000,episode,7.3,1979.0,99
512,Spy Games,2020,tv series,6.0,106.0,43
513,The New Eve,1999,movie,6.1,586.0,94
514,Coral Sea Dreaming,1999,video movie,6.6,87.0,82
515,Attack of the Killer Tomatoes!,1978,movie,4.7,13259.0,83
516,Boogiepop Never Laughs: Boogiepop Phantom,2000,tv mini series,7.3,887.0,24
517,Lawn Dogs,1997,movie,7.5,7885.0,101
518,Thomas and Friends: Thomas's Snowy Surprise,2003,movie,6.5,42.0,50
519,Baby Mozart,1998,video movie,7.8,126.0,170
520,Forgotten Silver,1995,tv movie,7.5,5938.0,53
521,For Keeps?,1988,movie,6.0,4661.0,90
522,Aimee & Jaguar,1999,movie,7.2,6392.0,125
523,Year of the Horse,1997,movie,6.6,1860.0,106
524,10-Year Anniversary Special: Extra Edition,2020,episode,,,0
525,Mysteries of Magic,1997,tv series,8.1,19.0,0
526,Odin,1985,movie,5.4,183.0,139
527,The Duellists,1977,movie,7.4,22334.0,100
528,Ghost Light: Part Three,1989,episode,7.4,412.0,25
529,"Play It Again, Sam",1972,movie,7.6,25655.0,85
531,The Matrix Revolutions,2003,movie,6.8,466405.0,129
532,Superman,1978,movie,7.3,166692.0,143
533,Earth vs. the Flying Saucers,1956,movie,6.4,7433.0,83
534,Ringu,1998,movie,7.2,66500.0,96
535,A Suitable Vengeance,2003,episode,7.4,294.0,90
536,Ice Princess Lily,2018,movie,5.3,206.0,90
537,American Chopper: Senior vs. Junior,2010,tv series,5.7,625.0,60
538,After the Storm,2016,movie,7.4,10374.0,118
539,The Gambler Returns: The Luck of the Draw,1991,tv movie,6.7,374.0,240
540,Hysterical Blindness,2002,tv movie,6.4,3218.0,99
541,Flood: A River's Rampage,1998,tv movie,4.6,328.0,96
542,Walking with Prehistoric Beasts,2001,tv mini series,8.3,2790.0,30
543,Bright Leaves,2003,movie,7.1,632.0,107
544,Hammer House of Horror,1980,tv series,7.7,1742.0,54
545,The Land Before Time VII: The Stone of Cold Fire,2000,video movie,6.0,3063.0,75
546,Thin Line Between Love & Hate,2020,episode,,,25
547,The Leg Fighters,1980,movie,6.0,104.0,90
548,"Vendetta: No Conscience, No Mercy",2004,movie,4.8,278.0,112
549,The Battle of Algiers,1966,movie,8.1,56717.0,121
550,Confidentially Yours,1983,movie,7.2,6384.0,110
551,The Slipper and the Rose: The Story of Cinderella,1976,movie,7.0,2668.0,146
552,Virtual Girl,1998,video movie,3.7,305.0,84
553,Cries & Whispers,1972,movie,8.1,32275.0,91
554,Lost Universe,1998,tv series,7.1,178.0,23
555,Hammers Over the Anvil,1993,movie,5.8,602.0,97
556,Moscow Does Not Believe in Tears,1980,movie,8.1,12159.0,150
557,Inside Pink Floyd: A Critical Review 1975-1996,2004,video movie,6.0,33.0,60
558,Quest for Fire,1981,movie,7.3,21605.0,100
559,MVP 2: Most Vertical Primate,2001,movie,4.0,1200.0,87
560,Uncovered: The Whole Truth About the Iraq War,2004,movie,7.7,928.0,56
561,Clive Barker's Salomé & the Forbidden,1998,video movie,6.1,114.0,78
562,Impromptu,1991,movie,6.9,4939.0,107
563,Romeo Is Bleeding,1993,movie,6.6,13674.0,110
564,Empire Falls,2005,tv mini series,7.3,5577.0,197
565,Paradise Lost: The Child Murders at Robin Hood Hills,1996,movie,8.3,16117.0,150
566,Artie Lange: It's the Whiskey Talkin',2004,video movie,6.8,209.0,47
567,Wolf's Rain,2003,tv series,8.0,7467.0,701
568,To Gillian on Her 37th Birthday,1996,movie,5.8,4813.0,93
569,Kyun! Ho Gaya Na...,2004,movie,4.2,1782.0,165
570,Fearless Hyena 2,1983,movie,5.2,1622.0,94
571,To the Lighthouse,1983,tv movie,6.4,213.0,115
572,For Your Eyes Only,1981,movie,6.7,95849.0,127
573,Electric Light Orchestra: Zoom Tour Live,2001,video movie,8.7,133.0,98
574,Hate.Com: Extremists on the Internet,2000,tv movie,7.3,96.0,41
575,Charisma,1999,movie,6.9,1692.0,104
576,On Approval,1944,movie,7.1,632.0,80
577,A Bay of Blood,1971,movie,6.6,10081.0,84
578,Being Ron Jeremy,2003,movie,4.4,325.0,40
579,I Do (But I Don't),2004,tv movie,5.6,2261.0,97
580,Take Me Home: The John Denver Story,2000,tv movie,6.0,523.0,90
581,Onmyoji 2,2003,movie,6.2,531.0,112
582,2010: The Year We Make Contact,1984,movie,6.8,51341.0,116
583,Return of the Secaucus Seven,1979,movie,7.0,2022.0,104
584,Witness Protection,2017,tv movie,4.9,58.0,92
585,The Great Rupert,1950,movie,6.5,1096.0,87
586,The Log,1999,movie,6.3,1759.0,106
587,Mike and the Mechanics: Live at Shepherds Bush Empire,2004,movie,,,56
588,Verdade ou Conseqüência,2003,movie,5.2,40.0,16
589,RoboCop: Prime Directives,2001,tv series,4.7,2520.0,375
590,Walking with Dinosaurs 3D,2013,movie,5.2,11064.0,87
591,Boudu Saved from Drowning,1932,movie,7.3,5480.0,85
592,The Education of Little Tree,1997,movie,7.2,1672.0,116
593,The Night of the Hunted,1980,movie,5.7,1580.0,87
594,Jamaica Inn,2014,tv mini series,6.4,1638.0,177
595,The Late Shift,1996,tv movie,6.8,3263.0,95
596,Madonna: The Girlie Show - Live Down Under,1993,movie,8.5,1085.0,120
597,Secrets of Lost Empires: Medieval Siege,2000,episode,7.1,11.0,0
598,The Best of Hollywood,1998,tv movie,5.8,109.0,97
599,The Cat o' Nine Tails,1971,movie,6.7,10844.0,112
600,Queen of the Stardust Ballroom,1975,tv movie,7.4,385.0,98
601,National Lampoon's Vacation,1983,movie,7.4,101961.0,98
602,Bratz: Rock Angelz,2005,tv movie,6.2,13.0,73
603,The Twilight Zone,1959,tv series,9.0,75772.0,51
605,Modigliani,2004,movie,7.3,11461.0,128
606,VeggieTales: Madame Blueberry,1998,video movie,7.2,671.0,37
607,Bawarchi,1972,movie,8.0,3888.0,130
608,Blind Shaft,2003,movie,7.5,2598.0,92
609,Little House on the Prairie,1974,tv series,7.5,20775.0,60
610,Jim Breuer: Heavy Metal Comedy,2002,video movie,6.3,65.0,95
611,The Horror Within,2005,video movie,4.5,87.0,82
612,The Carol Burnett Show: Let's Bump Up the Lights,2004,movie,8.4,71.0,0
613,Ali G Indahouse,2002,movie,6.2,88542.0,85
614,The Stars of Star Wars,1980,episode,8.4,250.0,24
615,Story of G.I. Joe,1945,movie,7.2,3193.0,108
616,Sex with Strangers,2002,movie,4.4,398.0,105
617,Impact,2004,movie,6.6,31.0,93
618,The Real Eve,2002,tv movie,7.9,91.0,103
619,VI Season 1,2018,tv series,,,0
620,Frankenthumb,2002,video movie,6.4,675.0,32
621,The Story of O,1975,movie,5.3,6087.0,105
622,Better Off Dead...,1985,movie,7.1,42881.0,97
623,The Best of Friends,1991,tv movie,7.7,111.0,81
624,In Time of War: the Japanese American Experience of WWII,2004,tv movie,,,60
625,David Gilmour in Concert,2002,video movie,8.7,883.0,97
626,Mojados: Through the Night,2004,movie,6.6,192.0,65
627,Snake and Crane Arts of Shaolin,1978,movie,6.5,2424.0,96
628,Ghosts of the Abyss,2003,movie,6.8,5249.0,61
629,Thrill Seekers,1999,tv movie,6.0,2571.0,88
630,Challenge of the Superfriends,1978,tv series,7.7,1600.0,30
631,Red Dwarf: The Tank - Series VIII,2006,video movie,8.3,30.0,88
632,The Field,1990,movie,7.4,5932.0,107
633,"The Hee Haw Collection, Vol. 5",2006,video movie,8.8,12.0,50
634,Campion I: Look to the Lady 1,1989,episode,,,0
635,Royal Warriors,1986,movie,6.9,1248.0,96
636,Blind Spot. Hitler's Secretary,2002,movie,7.3,1685.0,90
637,Inch'Allah dimanche,2001,movie,5.9,542.0,98
638,Foul King,2002,movie,6.7,45.0,97
639,Welcome Back Future,2021,movie,6.9,59.0,1
640,Breaker! Breaker!,1977,movie,4.3,3188.0,86
641,Pilates on-the-ball,2008,episode,,,55
642,Hitler's Lost Sub,2000,episode,7.7,40.0,120
643,The Twilight Zone,1959,tv series,9.0,75772.0,51
644,Ararat,2002,movie,6.1,14370.0,115
645,Children of the Corn: The Gathering,1996,video movie,4.2,4586.0,85
646,Hellraiser: Inferno,2000,video movie,5.5,15805.0,99
647,The New Scooby-Doo Movies,1972,tv series,7.7,4578.0,83
648,The Way of the Dragon,1972,movie,7.3,35263.0,99
649,The Indomitable Teddy Roosevelt,1983,movie,7.7,54.0,93
650,Moon Child,1989,movie,6.3,523.0,118
651,Blues Alive,1983,video movie,,,91
652,The Shawshank Redemption,1994,movie,9.3,2461873.0,142
653,The Wiggles: Wiggle Time,1993,video movie,,,32
654,Talk to the Gun,2021,movie,3.0,5.0,85
655,Voices of a Distant Star,2002,movie,7.2,8671.0,25
656,Midori Days,2004,tv series,7.3,608.0,0
657,Yosemite: The World's Most Spectacular Valley,2001,video movie,,,110
658,Léon: The Professional,1994,movie,8.5,1080665.0,110
659,Dust to Dust,2000,movie,6.9,897.0,96
660,Madonna: Music,2000,video movie,7.2,677.0,5
661,Stellaluna,2002,video movie,6.6,95.0,41
662,Subways in America,2003,episode,7.4,21.0,42
663,Freeway II: Confessions of a Trickbaby,1999,movie,5.5,2943.0,97
664,Back in the U.S.,2002,movie,7.9,433.0,180
665,Voltage Fighter Gowcaizer,1996,movie,5.0,134.0,90
666,The Fat Albert Easter Special,1982,tv movie,5.8,56.0,23
667,Ultimate Warrior: The Ultimate Collection,2014,video movie,8.2,70.0,0
668,The Bog Creatures,2003,movie,2.7,374.0,85
669,Strange Planet,1999,movie,5.6,935.0,96
670,Apollo 11: Men on the Moon,2003,video movie,,,0
671,Earth,1998,movie,7.7,7696.0,110
672,Angel Sanctuary,2000,tv mini series,6.4,776.0,30
673,Baby Human,2004,tv series,7.4,20.0,0
674,Blue Herrings,2000,episode,7.5,783.0,99
675,Yes: Symphonic Live,2002,video movie,8.4,103.0,194
676,Homeless to Harvard: The Liz Murray Story,2003,tv movie,7.2,3850.0,104
677,Mon Oncle,1958,movie,7.8,21112.0,116
678,"The Self-Starter Hour: Insider Tips for Starting Your Second Career, Home Office Design Ideas & Secrets from a Multimillion-Dollar Family Business. Plus, Modern Family's Rico Rodriguez",2011,episode,,,0
679,NCIS: Los Angeles - Season 6: Too Close for Comfort,2015,video movie,,,0
680,Martin Luther,2002,tv movie,7.1,211.0,115
681,Emmanuelle in Rio,2003,tv movie,3.1,185.0,85
682,Play'd: A Hip Hop Story,2002,tv movie,6.1,137.0,87
683,NHL Stanley Cup,1993,video game,,,0
684,Kurt & Courtney,1998,movie,6.1,7103.0,95
685,The Piano,1993,movie,7.6,82126.0,121
686,Death Machine,1994,movie,5.6,4183.0,99
687,Liberty Stands Still,2002,movie,5.7,7531.0,96
688,Profile of a Serial Killer,1997,movie,6.6,10.0,102
689,Food of Love,2002,movie,6.0,1702.0,112
690,House on Haunted Hill,1999,movie,5.6,55242.0,93
691,Routes: Dancing to New Orleans,2008,movie,7.4,7.0,55
692,Mouth to Mouth,2005,movie,6.2,3046.0,103
693,God.com,1998,movie,5.7,46.0,87
694,China President Visits Chicagoland,1985,movie,,,0
695,Spring Symphony,1983,movie,6.2,323.0,103
696,Baby Einstein: Baby Neptune Discovering Water,2003,video movie,7.8,79.0,0
697,Ben Franklin,2004,tv movie,8.0,44.0,100
698,Yanni: Live at the Acropolis,1994,movie,9.3,410.0,95
699,Live from Baghdad,2002,tv movie,7.3,4555.0,108
700,Mr. Murder,1998,tv movie,5.1,642.0,132
701,Kaleido Star,2003,tv series,7.8,866.0,23
702,Beethoven: The Sound and the Fury,2001,episode,8.3,121.0,0
703,Dangerous Evidence: The Lori Jackson Story,1999,tv movie,5.4,188.0,90
704,Britney Spears Live and More!,2001,video movie,7.1,307.0,78
705,Komodo,1999,movie,4.2,3382.0,90
706,The Ray Bradbury Theater,1985,tv series,7.5,1294.0,23
707,Cléo from 5 to 7,1962,movie,7.9,19638.0,90
708,The O.C. Season 1: Inside the Real O.C. with McG,2004,video movie,,,0
709,Muhammad Ali: The Greatest,2016,tv movie,8.5,30.0,79
710,China: The Panda Adventure,2001,movie,5.9,210.0,48
711,The Life and Times of Hank Greenberg,1998,movie,7.7,791.0,90
712,Check the Gate: Putting Beckett on Film,2003,video movie,3.8,99.0,52
713,InuYasha the Movie 3: Swords of an Honorable Ruler,2003,movie,7.7,2134.0,99
714,Uncle Saddam,2000,movie,6.5,245.0,63
715,Blind Date Uncensored: Freaks and Weirdos,2003,video movie,5.9,22.0,40
716,Legalese,1998,tv movie,6.2,669.0,92
717,Seabiscuit,1939,movie,7.4,103.0,50
718,The Marx Brothers in a Nutshell,1982,tv movie,8.2,117.0,94
719,Children of the Corn 666: Isaac's Return,1999,video movie,3.5,4227.0,82
720,The Three Pickers: Legends of American Music,2003,episode,8.6,13.0,0
721,Sade - Life Promise Pride Love,1993,video movie,8.7,80.0,55
722,Pride 10: Return of the Warriors,2000,movie,8.8,6.0,0
723,Street Fighter Alpha: Generations,2005,video movie,5.7,949.0,45
724,Waco: The Rules of Engagement,1997,movie,7.9,3471.0,136
725,Gangster No. 1,2000,movie,6.7,13659.0,103
726,Blue Submarine No. 6,1998,tv mini series,6.9,1169.0,30
727,The Gingko Bed,1996,movie,5.6,380.0,88
728,Van Halen: Video Hits Vol. 1,1996,video movie,7.5,126.0,65
729,Fangoria: Blood Drive,2004,video movie,4.4,170.0,119
730,Belly of the Beast,2003,video movie,4.7,6151.0,91
731,Soul of the Game,1996,tv movie,7.4,975.0,94
732,Gravion,2002,tv series,6.7,58.0,23
733,The Funny Ladies of British Comedy,2004,tv movie,7.2,45.0,0
734,Britannia Hospital,1982,movie,6.2,2592.0,116
735,Pistol Opera,2001,movie,6.3,1396.0,112
736,Hysteria: The Def Leppard Story,2001,tv movie,6.6,1303.0,90
737,Three Musketeers,1999,video movie,6.7,95.0,145
738,The Diamond Arm,1969,movie,8.4,13965.0,100
739,Girls Can't Swim,2000,movie,5.9,606.0,102
740,Voices of Iraq,2004,movie,6.5,388.0,80
741,The Stink of Flesh,2005,video movie,4.3,672.0,85
742,Sesame Street: Learning About Letters,1986,video movie,6.7,33.0,30
743,Aradhana,1969,movie,7.6,1778.0,169
744,Colin's Sleazy Friends,1995,tv series,6.1,14.0,0
745,Man on the Train,2002,movie,7.2,7107.0,90
746,The Cold Summer of 1953,1988,movie,7.9,2119.0,101
747,Porn Star: The Legend of Ron Jeremy,2001,movie,6.4,2648.0,77
748,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,2003,movie,7.8,14244.0,68
749,Fiend Without a Face,1958,movie,6.2,3862.0,77
750,Leaving Metropolis,2002,movie,6.2,615.0,89
751,Infernal Affairs III,2003,movie,6.9,13014.0,118
752,Knight Hunters: Weiß Kreuz,2001,tv series,7.5,94.0,125
753,Dream Theater: Live at Budokan,2004,video movie,9.2,713.0,180
755,Red Water,2003,tv movie,4.1,2738.0,92
756,Johnny Winter: Pieces & Bits,2001,movie,,,78
757,FLCL,2000,tv mini series,8.2,16324.0,151
758,"Playboy: Playmate Profile Video Collection Featuring Miss March 1999, 1996, 1993, 1990",1999,video movie,6.7,23.0,0
759,The Light of My Eyes,2010,movie,5.7,779.0,98
760,Paranoia Agent,2004,tv mini series,8.1,10760.0,25
761,Hand Maid May,2000,tv series,6.7,204.0,23
762,Van Wilder,2002,movie,6.4,106385.0,92
763,Faith Hill: The Lights Go Down,2002,tv movie,,,55
764,The Twilight Zone,1959,tv series,9.0,75772.0,51
765,Forbidden,1932,movie,6.9,1430.0,85
766,Death in a French Garden,1985,movie,7.0,1408.0,101
767,Celebrities Caught on Camera: Volume 1,1999,video movie,3.5,27.0,53
768,Horrorplanet,1981,movie,4.0,3422.0,93
769,The Trouble with Harry,1955,movie,7.1,36647.0,99
770,Teorema,1968,movie,7.2,12908.0,98
771,The Pirate Movie,1982,movie,5.4,4286.0,105
772,"Paradise, Hawaiian Style",1966,movie,5.6,2016.0,91
773,Ride or Die,2003,video movie,4.2,851.0,88
774,Rose Red,2002,tv mini series,6.7,23430.0,254
775,Darr,1993,movie,7.8,23023.0,178
776,Pooh's Heffalump Halloween Movie,2005,video movie,6.6,1066.0,67
777,Yes Nurse! No Nurse!,2002,movie,6.7,1513.0,100
778,Century of the Dragon,1999,movie,6.4,398.0,90
779,The Duchess and the Dirtwater Fox,1976,movie,5.7,1779.0,103
780,The Dimension Travelers,1999,movie,5.5,181.0,95
781,Second Nature,2003,tv movie,5.4,796.0,90
782,Shanghai Affairs,1998,movie,5.8,210.0,90
783,Call Me: The Rise and Fall of Heidi Fleiss,2004,tv movie,5.5,1218.0,84
784,Blackadder,1982,tv series,8.0,36939.0,195
785,Persuasion,2007,tv movie,7.5,14690.0,93
786,The Fifth Musketeer,1979,movie,5.3,727.0,116
787,The Little Fugitive,1956,episode,6.7,6.0,30
788,AFI's 100 Years... 100 Movies: America's Greatest Movies,1998,tv movie,7.4,654.0,138
789,Disney Princess Stories Volume One: A Gift from the Heart,2004,video movie,6.7,40.0,60
790,Chupacabra Terror,2005,video movie,3.5,1403.0,88
791,To Grandmother's House We Go,1992,tv movie,5.8,2598.0,96
792,Sarah Brightman: Harem - A Desert Fantasy,2004,video movie,8.4,71.0,59
793,Time Masters,1982,movie,7.4,5328.0,78
794,The Bogus Witch Project,2000,tv movie,1.9,1170.0,85
795,School's Out,2018,movie,6.5,2621.0,104
796,Carnival of Monsters: Episode Two,1973,episode,7.8,438.0,24
797,Muddy Waters: Can't Be Satisfied,2003,episode,7.8,97.0,0
798,Phir Milenge,2004,movie,6.1,2078.0,142
799,Norika Fujiwara & National Geographic Present: The History of the Red Cross & Battle of Solferino,2012,tv movie,,,60
800,Shaolin Ulysses: Kungfu Monks in America,2003,movie,6.6,38.0,53
801,The Twilight of the Golds,1996,movie,6.5,1057.0,92
803,Moog,2004,movie,6.2,617.0,72
804,Rammstein: Live in Berlin,1999,video movie,9.1,1733.0,97
805,Hara-Kiri,1962,movie,8.6,48962.0,133
806,Revolutionary Girl Utena,1997,tv series,8.0,1496.0,24
807,Shobdo Jobdo,2020,tv series,7.1,241.0,0
808,Cover Her Face,1985,tv mini series,7.6,307.0,291
809,Damn the Defiant!,1962,movie,7.1,2466.0,101
810,The Third Man,1949,movie,8.1,165033.0,104
811,Cracking the Code of Life,2001,episode,7.0,21.0,120
812,Poison Ivy II,1996,movie,4.5,5772.0,106
813,J.R.R. Tolkien and the Birth of Lord of the Rings,2004,movie,6.4,5.0,60
814,Tae Guk Gi: The Brotherhood of War,2004,movie,8.0,38784.0,140
815,Til There Was You,1995,episode,,,0
816,Vintage Hunter (Season 3),2015,tv series,,,0
817,Get Real,1999,tv series,7.4,556.0,60
818,Dead Kennedys: DMPO's on Broadway,1985,video movie,8.6,94.0,58
819,A Very Natural Thing,1974,movie,6.7,828.0,80
820,Charades,1998,movie,5.1,425.0,94
821,The Flintstones (Sega Genesis),2013,episode,,,0
822,Nausicaä of the Valley of the Wind,1984,movie,8.1,159751.0,117
823,Zhou Yu's Train,2002,movie,6.5,1511.0,97
824,Pokémon,1997,tv series,7.5,40212.0,24
825,Collector's Edition,2018,movie,,,6
826,The Barchester Chronicles,1982,tv mini series,8.1,1074.0,385
827,Sesame Street,1969,tv series,8.1,12869.0,55
828,"Community Season 6, New Avengers: Age of Ultron Trailer",2015,episode,,,0
829,The Lady and the Highwayman,1988,tv movie,5.7,1130.0,90
830,Stakes,2002,video movie,3.0,157.0,83
831,Back to the Future: The Game - 30th Anniversary Edition,2015,video game,8.0,633.0,0
832,Rules: Pyaar Ka Superhit Formula,2003,movie,6.4,322.0,0
833,Tom Dowd & the Language of Music,2003,movie,8.2,551.0,90
834,"Eric Clapton: One More Car, One More Rider - Live on Tour 2001",2002,video movie,8.3,158.0,128
835,The Death of the Incredible Hulk,1990,tv movie,5.8,2301.0,95
